ASSINATURA;VENCIMENTO;FORNECEDOR;TIPO;VALOR;OBJETIVO
19/04/2012;02/06/2012;BESOUROTRUCK COMÉRCIO DE CAMINHÕES LTDA;Compras em Geral;163500;AQUISIÇÃO DE TRATOR. RETROESCAVADEIRA E CAMINHÃO E IMPLEMENTOS AGRÍCOLAS PARA A SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL DE NOVA FRIBURGO.
19/04/2012;02/06/2012;TREVISO MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA;Compras em Geral;276000;AQUISIÇÃO DE TRATOR. RETROESCAVADEIRA E CAMINHÃO E IMPLEMENTOS AGRÍCOLAS PARA A SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL DE NOVA FRIBURGO.
19/04/2012;02/09/2012;VALENCE MÁQUINAS E EQUIPAMENTOS LTDA;Compras em Geral;220000;AQUISIÇÃO DE TRATOR. RETROESCAVADEIRA E CAMINHÃO E IMPLEMENTOS AGRÍCOLAS PARA A SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL DE NOVA FRIBURGO.
18/04/2012;30/11/2013;REGEA GEOLOGIA E ESTUDOS AMBIENTAIS LTDA;Prestação de serviços;342000;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE PRESTAÇÃO DE SERVIÇO -  REVISÃO DO PLANO DE RISCOS NO MUNICÍPIO  DE NOVA FRIBURGO-RJ. CONFORME ESPECIFICAÇÕES. CONDIÇÕES EQUANTIDADES CONSTANTES NOS ANEXOS.
02/04/2012;14/12/2012;FRIGAS FRIBURGO REVENDEDORA DE GAS LTDA;Compras em Geral;284100;AQUISIÇÃO DE GÁS GLP - 13 KG E 45 KG - PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO.
12/04/2012;11/05/2012;IVECO LATIN AMERICA LTDA;Compras em Geral;264000;AQUISIÇÃO DE ÔNIBUS RURAL PARA OS FINS QUE SE ESPECIFICA.
02/04/2012;31/12/2012;RM RODRIGUES COM MAT ESCRITORIO E INFORMATICA LTDA;Compras em Geral;127620;AQUISIÇÃO DE AÇÚCAR. LEITE MARGARINA. PÓ DE CAFÉ E PÃO FRANCÊS PARA O ALMOXARIFADO CENTRAL DA PREFEITURA DE NOVA FRIBURGO.
02/04/2012;31/12/2012;W.S.A. DE FRIBURGO  COMÉRCIO DE P. ALIMENTÍCIOS.;Compras em Geral;149800;AQUISIÇÃO DE AÇÚCAR. LEITE. MARGARINA. PÓ DE CAFÉ E PÃO FRANCÊS PARA O ALMOXARIFADO CENTRAL DA PREFEITURA DE NOVA FRIBURGO.
19/04/2012;28/05/2012;SOCIEDADE COMERCIAL LEOPOLDINENSE E PARTICIPAÇÕES;Compras em Geral;10600;AQUISIÇÃO DE TRATOR. RETROESCAVADEIRA E CAMINHÃO E IMPLEMENTOS AGRÍCOLAS PARA A SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL DE NOVA FRIBURGO.
19/04/2012;02/06/2012;BESOUROTRUCK COMÉRCIO DE CAMINHÕES LTDA;Compras em Geral;446100;AQUISIÇÃO DE CAMINHÕES 0KM.
19/04/2012;31/12/2012;PEDRINCO S/A - PEDREIRAS IND. DE CONCRETO;Compras em Geral;409300;AQUISIÇÃO DE MANILHAS. CALHAS. BLOCOS E MEIO-FIO DE CONCRETO PARA CONSTRUÇÃO DE REDES DE ÁGUA PLUVIAIS. CALÇAMENTO. MUROS. CAIXA DE PASSAGEM E DRENAGEM PLUVIA
10/04/2012;14/12/2012;ASSOCIAÇÃO DE APICULT. E MELIPONICULT.DE SUMIDOURO;Compras em Geral;363109;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL.
15/05/2012;16/05/2012;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Prestação de serviços;4980;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE BANHEIROS QUÍMICOS PARA A REALIZAÇÃO DO DESFILE DE 16 DE MAIO DE 2012.
15/05/2012;16/05/2012;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;15700;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SONORIZAÇÃO PARA A REALIZAÇÃO DO DESFILE DE 16 DE MAIO DE 2012.
15/05/2012;16/05/2012;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;15700;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SONORIZAÇÃO PARA A REALIZAÇÃO DO DESFILE DE 16 DE MAIO DE 2012.
01/05/2012;01/05/2013;INSTITUIÇÃO DAS OBRAS SOCIAIS MADRE ROSELLI;Locação de Imóveis;86400;OPRESENTE CONTRATO DE LOCAÇÃL TEM COMO OBJETO PARTE DO IMÓVEL DA INSTITUIÇÃO. UTILIZADO PELO MUNICÍPIO PARA FUNCIONAMENTO DA ESCOLA MUNICIPAL SNTA PAULA FRANSSINET.
22/05/2012;30/09/2014;RICARDO DE ALMEIDA SOUZA - ME (FIRMA INDIVIDUAL);Prestação de serviços;216000;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CAPTURA. DEPÓSITO E GUARDA DE ANIMAIS DE MÉDIO E GRANDE PORTE.
15/05/2012;16/05/2012;RENATO MORGADO PRODUÇÕES LTDA;Prestação de serviços;0.01;A CONTRATADA SE OBRIGA À CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR. ORGANIZAR E EXPLORAR A FESTA DA CIDADE ?MAI FEST 2012.
30/05/2012;30/12/2012;PEDRINCO S/A - PEDREIRAS IND. DE CONCRETO;Compras em Geral;788800;A CONTRATADA SE OBRIGA A FORNECER BICA CORRIDA E BRITA Nº 0 (ZERO). BRITA Nº.01. BRITA Nº.02. BRITA Nº.03. PÓ DE PEDRA E RACHÃO PARA A SECRETARIA MUNICIPAL DE OBRAS DE NOVA FRIBURGO-RJ
18/06/2012;14/03/2013;FABICON ENGENHARIA CONSTRUTORA E PAISAGISMO LTDA.;Obras e Serviços de Engenharia;715211.07;REALIZAÇÃO DE OBRAS DE CONSTRUÇÃO DE UNIDADE ESCOLARES NO BAIRRO NOVA SUÍÇA.
04/06/2012;03/09/2012;CONSTRUTORA CONSTRUPAV LTDA-ME;Obras e Serviços de Engenharia;213700.02;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE OBRAS DE REESTRUTURAÇÃO DA PRAÇA MARCHON - LUMIAR E REVITALIZAÇÃO DA PRAÇA JOÃO HERINGER - SÃO PEDRO DA SERRA - NOVA FRIBURGO.
20/06/2012;12/09/2013;RM SERVIÇOS E MANUTENÇÕES PREDIAIS LTDA;Obras e Serviços de Engenharia;1543711.91;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE CONSTRUÇÃO DE CINQUENTA UNIDADES UNI FAMILIAR DE HABITAÇÃO DE INTERESSE SOCIAL - PARQUE DAS FLORES - NOVA FRIBURGO.
01/06/2012;31/12/2012;CHURRASCARIA QUINTA RICA DE FRIBURGO LTDA;Prestação de serviços;8765;FORNECIMENTO DE REFEIÇÃO. COFFE BREAK E BRUNCH. DURANTE A REALIZAÇÃO DE EVENTOS. ENCONTROS. OFICINAS E DEMAIS ATIVIDADES. PARA ATENDIMENTO AO CENTRO REGIONAL DEREFERÊNCIA DE PROMOÇÃO DA CIDADANIA LGBT DE NOVA FRIBURGO E REGIÃO CENTRO-NORTE FLUMINENSE. AT
13/06/2012;31/12/2012;MARCO ANTONIO DA ROCHA - ME;Compras em Geral;65065;AQUISIÇÃO DE PRANCHÃO DE  EUCALIPTO E VIGAS DE EUCALIPTO PARA SECRETARIA DE OBRAS.
13/06/2012;31/12/2012;Diego K. da Roza - Me;Compras em Geral;199950;
14/06/2012;31/12/2012;LUBAVAS COMERCIO TABACOS E SERVICOS LTDA ME;Prestação de serviços;190000;CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE REPROGRAFIA. PLOTAGEM E ENCADERNAÇÃO DA SECRETARIA MUNICIPAL DE EDUCAÇÃO.
25/06/2012;24/06/2013;REME INDUSTRIA COMÉRCIO E REPRESENTAÇÕES LTDA;Prestação de serviços;30000;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE COLETA. MANIPULAÇÃO E POSTAGEM DE OBJETOS E/OU CORRESPONDÊNCIAS DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. QUANTIDADES E DEMAIS CONDIÇÕES PREVISTAS NO EDITAL.
05/06/2012;04/06/2013;FL CRISTO CONSERVADORA DE MÁQUINAS - ME (F. INDIV);Prestação de serviços;296242.98;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE MECÂNICA. ELÉTRICA. HIDRÁULICA. FUNILARIA. PINTURA (CORRETIVA. PREVENTIVA E ESTÉTICA) E CAPOTARIA/TAPEÇARIA. INCLUINDO O FORNECIMENTO E TROCA DE PEÇAS.
01/06/2012;20/10/2012;RM SERVIÇOS E MANUTENÇÕES PREDIAIS LTDA;Obras e Serviços de Engenharia;1543711.91;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE CONSTRUÇÃO DE CINQUENTA UNIDADES UNIFAMILIARES DE HABITAÇÃO DE INTERESSE SOCIAL. PARQUE DAS FLORES - NOVA FRIBURGO.
30/07/2012;31/12/2012;ERMAR ALIMENTOS LTDA;Compras em Geral;60282;AQUISIÇÃO DE LANCHES PARA DIVERSOS EVENTOS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE NOVA FRIBURGO.
06/07/2012;03/09/2012;NOBRE DISTRIBUIDORA DE VEÍCULOS E PEÇAS LTDA;Compras em Geral;146000;AQUISIÇÃO DE VEÍCULOS 0KM DIVERSOS PARA SECRETARIA DE ASSISTÊNCIA SOCIAL.
06/07/2012;03/09/2012;0K DISTRIBUIDORA DE VEÍCULOS E PEÇAS LTDA;Compras em Geral;206000;AQUISIÇÃO DE VEÍCULOS 0KM DIVERSOS PARA SECRETARIA DE ASSISTÊNCIA SOCIAL.
16/07/2012;17/12/2013;J. M. CARDOSO COMÉRCIO E SERVIÇOS DE MANUTENÇÃO LT;Obras e Serviços de Engenharia;297057.69;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE REFORMA DA PRAÇA RIO DE JANEIRO NA RUA AMAZONAS - BELA VISTA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA.
02/07/2012;31/05/2013;SOPE - SOCIEDADE DE OBRAS E PROJETOS DE ENGENHARIA;Obras e Serviços de Engenharia;1524629.18;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE OBRAS DE CORTINA ATIRANTADA PARA CONTENÇÃO DAS MARGENS DO RIO CÔNEGO (ALTURA DA AFAPE)
25/07/2012;25/09/2012;NATUREZA ENGENHARIA LTDA;Obras e Serviços de Engenharia;159469.37;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE RECUPERAÇÃO PARCIAL - EXECUÇÃO DE MURO E TALUDE NAS ESCOLAS: E.M. JOÃO VICENTE MORAES. HELENA COUTINHO. NO C.A. EMILIO MELHORANCE E NO CEI EMILIA ADELAIDE - NOVA FRIBURGO.
09/07/2012;09/11/2012;GEOPORTANTE   ENGENHARIA  LTDA.;Obras e Serviços de Engenharia;494126.51;A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE CORTINA ATIRANTADA E MURO DE GABIÃO NA RUA SILVIO HENRIQUE BRAUNE.
10/08/2012;11/02/2013;MARPA REPRESENTAÇÕES E EMPREENDIMENTOS LTDA;Obras e Serviços de Engenharia;2449927.2;A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE MURO DE IMPACTO PARA BLOCOS MENORES, PROTEÇÃO DE TALUDES COM TELA DE ALTA RESISTÊNCIA E CONTENÇÃO COM CONTRAFORTE ATIRANTADO E TELAS DE ALTA RESISTÊNCIA NA RUA URUGUAIANA E TRAVESSA PURUS EM OLARIA
02/08/2012;01/10/2012;ASSOC. SERRA NOVA DOS TRAB. RURAIS DE N. FRIBURGO;Compras em Geral;125035;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA ALIMENTAÇÃO ESCOLAR - ALHO. BATATA INGLESA LAVADA. CEBOLA. ESPINAFRE. MAÇA NACIONAL. MAM
14/08/2012;30/10/2012;JUVENAL NESTOR CONDACK;Locação de Imóveis;15892.5;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL SITUADO NA AVENIDA ANTONIO MARIO DE AZEVEDO. Nº 13.156. CAMPO DO COELHO. NOVA FRIBURGO - RJ. COM AREA TOTAL DE 552.90 M². CONSTITUÍDA DE UMA RESIDÊNCIA PRINCIPAL COM 188.32 M². COMPOSTO DE 01 GARAGEM
30/08/2012;25/02/2013;CAP SR ENGENHARIA LTDA;Obras e Serviços de Engenharia;181966.79;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE RECUPERAÇÃO PARCIAL - EXECUÇÃO DE MURO E TALUDE NAS ESCOLAS: E.M. JOÃO VICENTE MORAES. HELENA COUTINHO. NO C.A. EMÍLIO MELHORANCE E NO CEI EMÍLIA ADELAIDE - NOVA FRIBURGO.
31/08/2012;03/03/2014;ERICTEL ASSESSORIA DE TELECOMUNICACOES LTDA ME;Prestação de serviços;7320;A CONTRATADA SE OBRIGA A EXECUTAR OS DE LOCAÇÃO. INSTALAÇÃO. COM MANUTENÇÃO PREVENTIVA E CORRETIVA DE CENTRAL TELEFÔNICA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO E NA PROPOSTA DA EMPRESA.
06/08/2012;31/12/2012;CAMINHOS DOURADOS AGENCIA DE VIAGENS E TURISMO LTD;Prestação de serviços;2923770.4;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE ESCOLAR.
18/09/2012;31/12/2012;ERMAR ALIMENTOS LTDA;Compras em Geral;1094870;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER AS NECESSIDADES DAS UNIDADES ESCOLARES DO MUNICÍPIO DE NOVA FRIBURGO - EM ESPECIAL AO PROGRAMA MAIS EDUCAÇÃO.
05/09/2012;07/09/2012;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Prestação de serviços;4675;A CONTRATADA SE OBRIGA A PRESTAÇÃO DE SERVIÇOS DE: LOCAÇÃO DE BANHEIROS QUIMICOS PARA A REALIZAÇÃO DO DESFILE DE 07 DE SETEMBRO DE 2012.
06/09/2012;06/10/2012;AMBAR PRODUÇÕES LTDA ME;Prestação de serviços;7014;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE PRODUÇÃO E CRIAÇÃO DE LONAS E SAIAS COM LAY-OUT E BRASÃO DO MUNICIPIO PARA COLOCAÇÃO NOS PALCOS DA PMNF.
06/09/2012;07/09/2012;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;16000;CONTRAÇÃO DE EMPRESA ESPECIALIZADA EM SONORIZAÇÃO PARA A REALIZAÇÃO DE DESFILE DE 07 DE SETEMBRO DE 2012.
19/09/2012;19/09/2013;MORETTI ENGENHARIA CONSULTIVA LTDA;Obras e Serviços de Engenharia;758172.2;A ELABORAÇÃO DE PROJETOS DE ENGENHARIA PARA CONTENÇÃO DE ENCOSTAS EM NOVA FRIBURGO
04/09/2012;04/02/2014;ITAÚBA CONSTRUTORA LTDA. ME.;Obras e Serviços de Engenharia;697841;A CONTRATADA SE OBRIGA À RECUPERAÇÃO DE QUADRAS POLIESPORTIVAS EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE NOVA FRIBURGO.
01/09/2012;31/12/2012;MARIA ONICEIA BERUTTI;Locação de Imóveis;4120;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL DA LOCADORA. SITUADO NA RUA JÚLIO AMBROSIO PALMERIN. Nº 210 - LOTE 12. LUMIAR.
25/10/2012;30/11/2013;J. M. CARDOSO COMÉRCIO E SERVIÇOS DE MANUTENÇÃO LT;Obras e Serviços de Engenharia;716900.82;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE CONSTRUÇÃO DE UNIDADE ESCOLAR NO BAIRRO SÃO GERALDO.
08/10/2012;10/03/2015;CONAN CONSTRUÇÕES E MONTAGENS LTDA.;Obras e Serviços de Engenharia;1934705.37; A CONTRATADA SE OBRIGA À REALIZAÇÃO DE CONSTRUÇÃO DE CENTRO DE EDUCAÇÃO INTEGRADA DE NOVA FRIBURGO NA LOCALIDADE DE SÃO JORGE.
01/10/2012;31/12/2012;MAR DO SUL ALIMENTOS LTDA;Compras em Geral;239960;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS (HORTIFRUTI) PARA ATENDER AS NECESSIDADES DAS UNIDADES ESCOLARES DO MUNICÍPIO DE NOVA FRIBURGO
19/11/2012;01/01/2013;CH CONSTRUÇÃO E SERVIÇO LTDA;Obras e Serviços de Engenharia;1571450;A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DA PRAÇA PAC ? VIA EXPRESSA.
16/11/2012;16/02/2013;LUNA TRUDE CONSTRUÇÕES LTDA;Obras e Serviços de Engenharia;146870.73;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE REFORMA DA CRECHE JARDINLÂNDIA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA.
30/11/2012;30/11/2013;RECAP DE PNEUS BOM JARDIM LTDA;Prestação de serviços;80000;A CONTRATADA SE OBRIGA À PRESTAÇÃO DE SERVIÇOS DE RECAPE DE PNEUS PARA OS VEÍCULOS AUTOMOTORES DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO.
19/11/2012;31/12/2015;DETETIZADORA FULMEGAN LTDA. - ME;Prestação de serviços;144999.96;A CONTRATADA SE OBRIGA A PRESTAÇÃO DE SERVIÇOS DE LIMPEZA DAS CAIXAS D?ÁGUAS. DESINSETIZAÇÃO. DESRATIZAÇÃO E DESCUPINIZAÇÃO DAS UNIDADES ESCOLARES DO MUNICÍPIO E DO ALMOXARIFADO CENTRAL DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE NOVA FRIBURGO.
27/12/2012;27/01/2013;FABICON ENGENHARIA CONSTRUTORA E PAISAGISMO LTDA.;Obras e Serviços de Engenharia;31067.66;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE OBRAS DE REPARO NO PRÉDIO DO SASE POR DETERMINAÇÃO JUDICIAL.
04/12/2012;31/12/2012;OK DISTRIBUIDORA DE VEÍCULOS E PEÇAS LTDA;Compras em Geral;116000;A CONTRATADA SE OBRIGA A FORNECER VEÍCULO  0KM PARA SECRETARIA DE ESPORTES.
15/12/2012;31/12/2012;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;45500;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE SONORIZAÇÃO E ILUMINAÇÃO CÊNICA. PARA A REALIZAÇÃO DOS FESTEJOS DO NATAL ILUMINADO 2012? E DO REVEILLON 100% NOVA FRIBURGO 2012/2012.
15/12/2012;31/12/2012;TENDAS E COMPANHIA RJ LTDA-ME;Cessão de uso de bens;9000;A CONTRATADA SE OBRIGA A LOCAÇÃO DE BANHEIROS QUÍMICOS PARA ATENDER A REALIZAÇÃO DOS EVENTOS NATAL ILUMINADO. E RÉVEILLON 100% NOVA FRIBURGO.
15/12/2012;31/12/2012;H.V FINTELMAN LOCAÇÃO E SERVIÇOS -ME - FIRMA INDIV;Prestação de serviços;18900;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE APOIO Á SEGURANÇA PARA A REALIZAÇÃO DOS EVENTOS..NATAL ILUMINADO. E RÉVEILLON 100% NOVA FRIBURGO. EM DEZEMBRO DE 2012.
15/12/2012;31/12/2012;RENATO MORGADO PRODUÇÕES LTDA;Prestação de serviços;32900;A CONTRATADA SE OBRIGA A LOCAÇÃO DE ESTRUTURA PARA ATENDER OS EVENTOS NATAL ILUMINADO E RÉVEILLON 100 % NOVA FRIBURGO? EM DEZEMBRO DE 2012.
15/12/2012;31/12/2012;NOVAS TENDAS RIO BONITO  LTDA. - EPP;Prestação de serviços;2990;A CONTRATADA SE OBRIGA A LOCAÇÃO DE GRADES METÁLICAS MEDINDO 2.00X1.20. PARA ATENDER A REALIZAÇÃO DOS EVENTOS NATAL ILUMINADO E RÉVEILLON 100 % NOVA FRIBURGO? EM DEZEMBRO DE 2012.
